CO_Concentration,Humidity,R1_Up_Slope,R1_Down_Slope,R2_Up_Slope,R2_Down_Slope,R3_Up_Slope,R3_Down_Slope,R4_Up_Slope,R4_Down_Slope,R5_Up_Slope,R5_Down_Slope,R6_Up_Slope,R6_Down_Slope,R7_Up_Slope,R7_Down_Slope,R8_Up_Slope,R8_Down_Slope,R9_Up_Slope,R9_Down_Slope,R10_Up_Slope,R10_Down_Slope,R11_Up_Slope,R11_Down_Slope,R12_Up_Slope,R12_Down_Slope,R13_Up_Slope,R13_Down_Slope,R14_Up_Slope,R14_Down_Slope
6.67,42.98,22.59,-5.79,24.07,-5.76,30.65,-6.0,16.62,-3.62,29.08,-5.69,24.15,-5.78,27.0,-6.14,4.03,-1.76,0.47,-1.69,0.47,-1.73,0.83,-1.22,4.85,-1.7,0.85,-1.33,0.9,-1.28
17.78,46.11,23.02,-5.89,24.77,-5.8,29.32,-6.37,16.4,-3.49,29.78,-6.47,27.69,-5.77,31.58,-6.04,20.4,-3.82,15.39,-3.27,16.46,-3.58,15.69,-3.27,18.08,-3.46,15.77,-3.08,18.3,-3.5
0,43.51,21.13,-5.41,21.46,-5.6,22.36,-6.24,15.53,-3.31,23.36,-5.84,26.64,-4.89,23.22,-5.94,6.71,-1.46,5.65,-1.51,0.87,-1.17,4.63,-1.58,5.26,-1.8,1.0,-1.24,4.52,-1.86
13.33,69.089,18.15,-5.07,22.72,-5.2,22.67,-6.04,8.19,-1.7,21.56,-5.15,23.56,-5.4,25.9,-5.51,25.09,-4.18,14.31,-3.43,31.05,-4.78,27.92,-4.33,28.25,-4.7,16.75,-3.07,30.92,-4.67
6.67,71.96,21.78,-4.66,29.08,-4.95,35.08,-5.45,0.99,-1.18,29.15,-4.53,34.6,-5.04,32.98,-5.24,10.74,-1.91,7.04,-1.6,8.34,-1.94,10.87,-1.65,9.81,-2.0,0.78,-1.33,8.26,-2.16
20,55.31,25.15,-4.57,34.5,-5.03,36.41,-5.54,15.95,-2.71,29.39,-5.22,29.86,-4.97,36.04,-5.61,22.28,-3.32,17.67,-2.58,21.76,-3.24,17.86,-2.98,20.97,-3.12,18.73,-2.39,22.36,-3.33
0,50.23,25.7,-4.79,30.54,-5.32,36.59,-5.7,20.11,-3.07,30.49,-5.55,32.78,-4.89,35.24,-5.61,5.45,-1.6,0.46,-1.61,0.52,-1.8,0.88,-1.48,0.98,-1.38,0.91,-1.28,0.93,-1.58
8.89,60.31,23.49,-4.91,29.7,-4.94,32.45,-5.63,12.76,-2.49,30.38,-5.27,31.79,-5.28,36.71,-5.58,37.0,-4.34,23.93,-3.41,40.71,-4.87,41.55,-4.6,40.92,-4.29,28.64,-3.5,35.71,-4.89
4.44,26.39,24.46,-5.12,33.78,-5.75,34.91,-6.2,23.57,-4.1,34.01,-6.04,36.24,-5.28,36.89,-5.74,16.84,-2.93,14.52,-2.52,15.39,-2.73,14.83,-2.58,14.18,-2.9,14.93,-2.32,18.43,-2.8
13.33,32.37,24.68,-5.98,33.41,-5.65,37.85,-6.69,24.31,-4.2,38.0,-6.57,35.33,-5.98,42.65,-6.45,27.58,-4.08,22.37,-3.18,30.66,-3.89,28.71,-3.23,25.27,-3.74,22.97,-3.47,27.24,-4.03
2.22,59.81,30.05,-5.59,32.2,-5.48,43.89,-5.73,15.1,-2.62,35.02,-6.22,31.97,-5.44,37.15,-5.78,11.59,-2.37,9.0,-2.09,11.29,-2.01,10.96,-1.95,9.73,-2.26,6.17,-2.05,9.88,-2.3
20,24.2,31.52,-5.73,35.18,-5.86,45.25,-6.74,30.38,-4.34,43.52,-6.22,37.84,-6.31,43.25,-6.31,42.27,-4.15,28.3,-3.88,32.68,-4.76,37.05,-4.2,37.38,-4.31,34.29,-4.29,32.81,-4.69
6.67,46.12,27.08,-5.66,34.52,-5.87,43.36,-6.59,21.69,-3.69,35.13,-6.1,35.49,-6.03,36.73,-6.67,4.05,-1.91,0.46,-1.64,0.46,-1.59,0.85,-1.49,5.09,-1.69,0.87,-1.29,3.65,-1.87
15.56,60.31,31.09,-5.79,37.46,-5.47,41.47,-6.46,17.24,-2.57,38.83,-5.91,44.8,-5.48,34.12,-6.21,27.13,-3.46,17.23,-3.0,26.66,-3.4,28.07,-2.8,25.34,-3.23,20.11,-2.62,26.18,-3.34
4.44,62.28,28.84,-5.37,30.29,-5.27,42.67,-5.57,15.35,-2.34,39.95,-5.21,41.04,-5.13,36.18,-5.76,12.25,-1.87,9.52,-1.69,8.71,-1.82,8.11,-1.89,9.66,-2.02,6.22,-1.67,9.56,-2.0
0,25.85,29.72,-5.4,33.57,-5.71,35.35,-6.28,28.62,-4.17,41.76,-6.22,40.09,-5.72,35.98,-6.26,29.72,-3.72,25.03,-3.57,27.57,-4.1,25.9,-3.7,30.66,-3.83,28.14,-3.59,24.16,-4.11
8.89,52.78,27.28,-5.59,34.45,-5.75,37.08,-6.46,18.92,-3.16,30.89,-6.05,33.99,-5.56,36.25,-6.18,39.57,-4.41,26.65,-4.45,43.96,-5.29,41.79,-4.49,43.03,-4.54,42.62,-4.27,43.07,-5.18
6.67,44.56,10.62,-4.14,13.25,-4.14,13.54,-4.59,7.87,-2.5,15.02,-4.85,13.45,-4.48,13.38,-4.68,6.94,-2.06,5.75,-1.83,5.91,-2.03,5.56,-1.86,5.59,-2.15,4.79,-1.84,5.74,-2.2
4.44,47.67,10.03,-3.91,12.39,-4.13,13.28,-4.5,7.6,-2.57,13.74,-4.43,13.03,-4.07,13.02,-4.27,7.3,-2.63,5.99,-2.12,7.28,-2.51,6.6,-2.34,7.35,-2.34,6.0,-2.03,7.31,-2.44
8.89,31.83,11.02,-4.04,12.14,-4.24,14.41,-4.88,9.72,-3.09,15.52,-5.01,13.45,-4.48,13.52,-4.73,9.86,-3.13,8.19,-2.43,9.32,-3.01,8.29,-2.72,8.52,-2.71,7.23,-2.3,9.03,-2.82
0,51.76,10.85,-4.05,12.5,-4.1,14.24,-4.59,6.59,-2.2,13.87,-4.47,13.33,-4.38,13.53,-4.66,6.48,-2.19,5.73,-1.79,6.32,-2.01,5.62,-2.12,6.08,-2.19,5.72,-1.97,6.55,-2.22
4.44,68.61,10.24,-3.82,11.95,-3.92,13.14,-4.52,4.63,-1.57,12.94,-4.46,12.67,-3.9,12.9,-4.16,12.8,-3.44,7.4,-2.36,12.57,-3.87,12.51,-1.83,12.62,-3.53,8.08,-2.4,12.74,-3.61
8.89,37.19,10.64,-3.9,12.68,-4.36,12.97,-4.68,8.19,-2.69,12.63,-4.21,12.13,-4.17,13.04,-4.42,8.96,-2.62,8.02,-2.63,8.58,-3.05,7.23,-2.68,8.38,-2.58,6.84,-2.28,8.27,-2.89
11.11,50.23,10.5,-4.1,12.42,-4.27,12.59,-4.55,7.01,-2.45,11.53,-4.16,11.76,-4.05,11.88,-4.36,5.73,-2.17,5.11,-1.79,5.48,-1.95,4.5,-2.14,5.34,-2.02,4.61,-1.56,6.21,-1.94
6.67,32.37,10.69,-4.17,13.29,-4.57,12.96,-4.68,8.73,-3.06,13.0,-4.62,12.44,-4.55,12.93,-4.67,4.95,-1.76,4.73,-1.65,4.77,-1.7,4.0,-1.89,5.0,-1.88,4.4,-1.59,5.51,-1.72
4.44,35.59,10.87,-3.72,13.55,-5.0,14.09,-5.05,9.7,-3.21,14.37,-4.84,15.13,-4.63,16.0,-5.05,7.47,-2.48,6.37,-2.35,7.83,-2.44,6.73,-2.3,7.5,-2.49,6.64,-2.24,6.75,-2.68
11.11,29.66,12.55,-4.53,13.55,-5.03,15.77,-5.34,9.85,-3.23,16.08,-5.03,15.83,-4.87,15.99,-5.0,9.79,-2.86,7.87,-2.54,9.52,-3.22,8.16,-2.6,8.43,-2.81,7.03,-2.34,8.38,-2.97
6.67,65.21,12.0,-4.54,11.88,-4.28,12.93,-3.96,5.39,-1.74,12.65,-4.42,13.14,-4.45,13.07,-4.64,4.94,-1.92,4.29,-1.47,4.69,-1.64,4.68,-1.51,4.97,-1.85,4.07,-1.42,4.77,-1.75
8.89,48.69,11.07,-4.06,12.2,-4.26,13.98,-4.44,8.02,-2.63,13.11,-4.44,12.96,-4.19,13.7,-4.72,7.38,-2.46,6.25,-2.19,7.37,-2.31,6.76,-2.26,7.1,-2.37,5.86,-2.12,6.98,-2.6
13.33,28.57,11.41,-4.53,12.44,-4.62,13.54,-4.67,9.99,-3.38,15.49,-4.67,14.6,-4.56,14.49,-4.75,6.99,-2.25,5.2,-1.96,5.84,-1.98,5.54,-1.76,5.69,-2.05,4.93,-1.7,6.11,-2.07
15.56,39.31,13.49,-4.71,13.37,-5.02,14.25,-4.89,9.25,-3.13,12.8,-3.86,14.91,-4.65,15.52,-5.42,4.14,-1.68,3.9,-1.49,3.85,-1.5,3.63,-1.41,4.0,-1.65,3.46,-1.27,3.89,-1.58
8.89,36.65,12.63,-4.71,13.55,-4.81,14.42,-4.96,9.49,-3.17,14.79,-5.01,14.22,-4.67,14.22,-4.9,3.74,-1.52,3.65,-1.16,3.35,-1.31,3.38,-1.32,3.45,-1.69,3.44,-1.26,3.83,-1.4
6.67,29.66,13.13,-5.11,16.07,-4.68,14.87,-4.71,10.56,-3.51,16.65,-5.27,16.03,-5.0,16.17,-5.21,7.28,-2.31,6.11,-2.03,5.91,-2.26,5.79,-2.18,6.71,-2.27,6.14,-2.11,6.39,-2.3
2.22,44.55,13.41,-5.0,13.63,-4.47,14.26,-4.91,9.57,-3.04,15.54,-5.01,16.0,-5.0,14.85,-5.11,8.85,-2.77,6.88,-2.44,8.38,-2.66,8.08,-2.36,8.27,-2.8,7.9,-2.55,8.53,-2.71
0,25.84,13.53,-5.25,14.65,-4.86,15.76,-5.4,11.06,-3.44,18.07,-5.71,16.25,-4.73,17.39,-5.14,12.28,-3.82,10.11,-3.25,13.14,-3.88,11.68,-3.94,12.32,-3.66,11.03,-3.66,12.75,-3.55
4.44,64.72,11.68,-4.48,13.31,-4.65,12.96,-4.6,5.63,-1.85,13.52,-4.51,13.8,-4.46,14.99,-4.76,13.24,-3.7,10.02,-3.24,14.6,-4.08,13.71,-3.57,14.13,-4.0,10.17,-3.29,14.15,-3.95
0,42.46,11.63,-4.33,12.27,-4.35,14.73,-5.07,8.38,-2.79,13.73,-4.65,13.33,-4.37,14.04,-4.53,10.17,-3.18,8.42,-2.63,9.45,-3.2,9.92,-2.77,9.57,-2.99,8.91,-2.83,10.32,-3.28
20,55.3,11.56,-4.01,11.92,-4.2,14.08,-4.51,6.75,-2.42,13.58,-4.35,13.17,-4.03,12.86,-4.47,15.05,-4.08,10.3,-3.15,14.35,-4.46,13.3,-3.36,12.2,-3.73,10.31,-3.09,13.81,-4.01
17.78,21.97,13.72,-5.69,16.6,-5.54,15.44,-5.92,11.15,-4.14,15.33,-5.79,16.59,-5.45,17.1,-5.89,2.49,-1.25,0.4,-1.08,0.11,-1.14,0.21,-1.22,2.78,-1.29,0.05,-1.09,2.76,-1.12
13.33,48.17,13.64,-4.8,13.28,-4.74,15.29,-4.96,7.65,-2.57,14.62,-4.98,14.54,-4.8,14.85,-5.23,3.82,-1.3,3.67,-1.25,3.23,-1.19,3.15,-1.24,3.17,-1.63,3.31,-1.2,3.63,-1.32
17.78,65.69,11.42,-4.26,11.61,-4.12,13.79,-4.45,4.87,-1.63,12.62,-4.07,12.21,-4.33,11.95,-4.45,4.67,-1.58,4.06,-1.44,4.09,-1.5,3.77,-1.47,4.23,-1.75,3.37,-1.24,4.36,-1.6
2.22,56.3,11.0,-3.85,12.49,-4.16,12.54,-4.6,6.23,-2.11,11.69,-4.36,12.55,-3.92,12.17,-4.47,3.83,-1.3,3.64,-1.31,3.4,-1.25,3.41,-1.25,3.45,-1.67,3.56,-1.29,3.51,-1.51
20,47.62,16.18,-4.05,20.45,-4.47,20.33,-4.59,12.44,-2.53,18.71,-4.23,20.68,-4.14,20.79,-4.29,20.24,-3.93,15.67,-3.28,21.56,-3.8,21.12,-3.71,20.76,-4.03,18.54,-3.42,21.7,-3.83
15.56,38.21,16.3,-4.08,16.88,-4.35,17.44,-4.73,12.96,-3.14,18.03,-4.89,18.45,-4.39,18.93,-4.73,2.86,-1.24,0.17,-1.52,0.17,-1.81,0.59,-2.19,0.64,-1.78,0.14,-1.24,0.6,-2.03
20,37.15,15.98,-4.41,18.51,-4.48,20.83,-5.21,13.18,-3.19,20.03,-5.01,21.29,-4.33,21.13,-4.93,4.92,-1.31,3.86,-1.29,4.04,-1.18,4.44,-1.11,4.25,-1.44,2.99,-1.32,4.05,-1.47
4.44,57.77,15.67,-3.98,18.97,-4.21,19.38,-4.44,9.47,-2.1,16.4,-4.44,20.1,-4.07,18.24,-4.63,3.79,-1.26,0.45,-1.17,0.68,-1.6,2.69,-1.34,3.68,-1.16,0.72,-2.07,3.85,-1.13
15.56,29.64,16.04,-4.28,18.77,-4.33,20.23,-4.89,13.58,-3.18,20.31,-4.83,19.75,-4.55,20.87,-5.04,13.78,-2.97,12.05,-2.55,14.28,-3.12,12.39,-2.63,12.51,-2.98,10.75,-2.82,13.81,-3.02
6.67,51.22,16.42,-4.45,17.21,-4.44,19.78,-4.94,10.87,-2.63,19.8,-4.08,18.86,-4.48,18.22,-4.55,5.19,-1.5,4.74,-1.24,4.66,-1.24,4.29,-1.33,4.96,-1.45,3.17,-1.4,4.27,-1.55
2.22,28.5526,18.71,-4.68,19.07,-4.54,21.17,-4.78,14.59,-3.19,23.11,-4.7,21.06,-4.61,22.26,-5.03,12.64,-2.81,9.48,-2.3,10.53,-2.59,11.06,-2.25,11.03,-2.49,9.97,-2.25,10.71,-2.63
11.11,49.69,18.01,-4.56,21.3,-4.64,21.63,-4.86,11.96,-2.65,21.71,-4.88,19.91,-4.72,20.89,-4.7,19.03,-3.5,13.96,-3.09,16.38,-3.62,17.41,-3.36,17.03,-3.44,15.29,-3.14,17.27,-3.49
2.22,60.27,19.88,-3.98,21.68,-4.13,25.87,-4.67,11.15,-1.95,23.81,-4.23,24.66,-4.24,23.67,-4.73,11.12,-1.74,7.8,-1.66,9.73,-1.73,9.19,-1.6,8.34,-1.98,7.61,-1.5,9.65,-1.9
13.33,62.74,16.43,-3.94,22.57,-4.2,23.32,-4.55,9.61,-1.82,22.48,-3.96,23.81,-4.0,24.43,-4.3,20.31,-3.1,15.07,-2.27,19.06,-3.6,20.34,-2.84,20.08,-3.32,15.0,-2.6,21.89,-3.29
4.44,51.24,17.71,-3.88,20.28,-4.16,20.17,-4.35,13.13,-2.24,21.72,-4.25,21.83,-4.07,21.99,-4.37,5.24,-1.8,6.65,-1.39,6.52,-1.38,4.63,-1.7,6.76,-1.59,4.62,-1.4,7.81,-1.36
6.67,24.18,19.67,-4.33,20.77,-4.35,26.11,-4.63,16.74,-3.19,24.8,-4.8,23.83,-4.47,24.15,-4.75,17.38,-3.31,14.12,-2.65,17.42,-3.04,16.26,-2.75,15.22,-2.94,13.56,-2.67,18.81,-2.94
0,53.27,18.83,-4.22,24.13,-4.15,27.66,-4.39,12.64,-2.45,23.85,-4.69,25.89,-3.98,26.93,-4.85,14.9,-2.6,11.88,-2.3,15.06,-2.39,13.84,-2.13,13.55,-2.4,11.81,-2.1,14.06,-2.49
15.56,51.74,19.14,-4.22,22.1,-4.2,24.45,-4.8,12.96,-2.51,23.57,-4.63,24.45,-4.2,25.06,-4.44,26.05,-3.82,22.49,-3.46,27.99,-3.75,29.12,-3.58,27.65,-3.55,19.31,-3.37,23.02,-3.78
8.89,46.61,17.69,-3.84,21.95,-4.12,21.5,-4.66,13.83,-2.64,20.39,-4.42,20.52,-4.24,24.18,-4.84,4.91,-1.47,5.35,-1.23,4.97,-1.16,3.67,-1.55,5.98,-1.3,3.66,-1.29,5.16,-1.43
15.56,37.17,18.31,-4.35,23.89,-4.48,24.73,-4.79,15.9,-3.03,24.11,-4.67,22.02,-4.55,24.45,-4.82,11.21,-1.93,10.39,-1.98,10.38,-2.01,8.47,-1.95,9.23,-2.15,8.91,-1.73,9.56,-2.23
13.33,48.237,20.01,-4.47,22.49,-4.34,23.71,-4.72,14.8,-2.57,22.89,-4.56,25.99,-4.45,23.66,-4.79,6.67,-1.31,5.41,-1.26,5.16,-1.24,5.54,-1.2,4.9,-1.51,4.12,-1.27,4.95,-1.52
15.56,31.81,19.84,-4.79,21.59,-4.53,23.93,-4.71,16.14,-3.38,25.69,-4.56,26.55,-4.56,25.42,-5.09,7.88,-1.52,6.83,-1.46,6.16,-1.46,6.11,-1.42,6.08,-1.71,6.37,-1.25,6.31,-1.63
8.89,56.76,19.5,-4.35,22.29,-4.29,26.99,-4.84,12.82,-2.23,25.23,-4.53,24.47,-4.25,24.6,-4.49,6.47,-1.53,5.87,-1.39,6.22,-1.36,5.28,-1.47,6.86,-1.5,4.26,-1.41,5.98,-1.56
11.11,30.7,20.28,-4.4,23.44,-4.39,21.01,-4.9,15.8,-3.26,23.68,-4.97,24.66,-4.55,25.51,-4.94,12.01,-2.07,10.44,-1.96,9.53,-2.22,9.4,-1.97,10.22,-2.18,9.84,-1.9,10.5,-2.24
0,47.57,27.04,-4.66,33.47,-4.86,33.28,-4.99,19.71,-2.86,40.06,-4.45,35.36,-4.42,36.6,-4.8,12.37,-2.06,11.91,-1.76,10.63,-1.77,11.32,-1.67,11.35,-1.92,11.59,-1.52,16.97,-1.62
15.56,50.63,26.52,-4.49,28.9,-4.66,41.49,-4.61,18.61,-2.7,39.25,-4.29,38.75,-4.17,38.59,-4.98,44.23,-3.79,32.4,-3.38,41.04,-4.49,38.81,-3.62,44.12,-3.73,38.9,-3.59,44.19,-4.02
17.78,40.81,22.73,-4.31,36.63,-5.23,31.42,-4.64,20.89,-2.98,34.82,-4.49,36.6,-4.57,36.33,-4.76,9.28,-1.18,7.21,-1.32,6.72,-1.25,5.28,-1.44,6.76,-1.54,4.57,-1.36,4.42,-1.77
11.11,48.11,24.18,-4.1,27.09,-4.3,37.56,-4.85,17.21,-2.78,30.94,-4.56,31.83,-4.48,32.28,-4.84,4.68,-1.47,6.17,-1.11,0.69,-1.67,4.66,-1.25,5.87,-1.34,0.73,-1.76,4.03,-1.5
0,68.06,23.52,-3.93,29.23,-4.12,28.78,-4.19,10.02,-1.43,25.64,-3.73,27.45,-3.87,36.24,-4.68,11.67,-1.67,8.14,-1.47,9.33,-1.71,7.73,-1.7,12.78,-1.4,6.03,-1.48,7.34,-1.97
11.11,54.26,26.27,-3.94,32.53,-4.07,34.22,-4.42,17.93,-2.28,34.0,-4.39,31.98,-4.0,33.16,-4.35,38.35,-3.95,24.63,-2.94,37.64,-4.05,44.46,-3.75,35.84,-3.74,29.67,-3.25,37.51,-4.04
13.33,58.27,23.57,-3.93,25.44,-4.04,30.24,-4.46,14.65,-2.09,27.48,-4.05,28.03,-3.94,26.88,-4.48,9.78,-1.96,9.09,-1.64,9.91,-1.82,11.02,-1.57,7.54,-2.02,8.76,-1.43,11.35,-1.86
15.56,25.27,23.77,-3.96,31.0,-4.36,29.1,-4.85,21.91,-3.13,34.46,-4.44,30.9,-4.34,35.61,-4.67,8.02,-1.63,8.88,-1.43,8.71,-1.43,5.5,-1.73,8.13,-1.68,8.56,-1.26,10.55,-1.53
17.78,42.97,26.42,-3.94,34.49,-4.29,35.65,-4.58,21.98,-2.78,31.83,-4.67,31.53,-4.48,32.28,-4.82,9.29,-1.17,7.5,-1.22,7.26,-1.2,6.26,-1.29,6.9,-1.42,4.71,-1.28,5.98,-1.49
2.22,66.63,22.77,-3.81,24.95,-3.97,29.31,-4.34,9.8,-1.58,23.85,-3.98,26.14,-4.16,29.79,-4.41,4.63,-1.35,0.47,-1.26,0.75,-1.53,3.61,-1.32,4.69,-1.28,0.75,-1.93,4.22,-1.33
8.89,48.67,24.89,-4.22,26.25,-4.17,32.61,-4.81,17.98,-2.57,32.74,-4.75,31.14,-4.38,34.46,-4.45,28.58,-3.57,21.29,-2.95,25.93,-3.7,30.92,-3.27,26.85,-3.35,23.51,-2.98,27.45,-3.38
0,66.16,40.15,-4.03,11.67,-5.84,13.73,-6.27,5.62,-2.63,12.09,-5.4,12.71,-5.45,12.45,-6.08,17.72,-2.04,4.76,-2.38,6.12,-2.74,5.78,-2.71,6.22,-2.97,5.02,-2.45,5.99,-3.06
17.78,25.28,43.82,-4.41,46.32,-4.37,13.72,-6.27,9.65,-4.53,13.26,-6.22,13.44,-6.17,14.56,-6.52,90.25,-4.07,38.1,-3.44,13.53,-5.15,12.15,-3.98,12.17,-4.54,10.09,-4.0,14.41,-5.27
4.44,29.65,38.93,-4.62,47.71,-4.54,52.66,-5.27,36.85,-3.57,14.42,-6.9,13.7,-6.42,14.02,-6.86,6.96,-1.36,7.22,-1.1,0.75,-1.5,6.67,-1.17,3.47,-2.12,3.29,-1.65,3.2,-1.95
11.11,43.49,40.15,-4.75,13.14,-5.46,14.15,-6.44,8.71,-3.81,15.14,-6.75,14.07,-6.15,15.81,-6.57,9.19,-3.9,7.93,-3.54,9.17,-3.62,8.22,-3.18,8.09,-3.44,6.72,-3.07,8.29,-3.62
17.78,21.41,42.36,-4.94,39.44,-5.08,14.85,-6.19,9.9,-4.64,14.13,-6.62,14.73,-6.31,15.74,-7.03,14.75,-1.96,14.1,-1.85,13.68,-1.82,8.43,-1.99,4.3,-2.56,3.56,-1.74,4.6,-2.25
4.44,64.19,37.94,-4.47,38.62,-4.33,47.42,-4.63,15.6,-1.78,53.47,-5.23,13.4,-6.28,11.63,-4.95,6.22,-1.32,0.75,-1.56,0.77,-1.63,5.22,-1.24,6.22,-1.38,2.64,-2.02,3.3,-1.84
13.33,53.75,39.64,-3.9,44.37,-4.15,50.57,-4.89,25.14,-2.39,44.23,-4.28,53.81,-4.08,13.17,-5.89,37.74,-2.9,33.51,-2.54,41.73,-3.26,30.61,-2.87,7.88,-3.52,6.17,-2.76,8.39,-3.75
17.78,59.26,39.09,-3.98,11.41,-5.45,12.79,-5.96,6.51,-2.91,11.82,-5.51,12.18,-5.32,12.52,-5.97,4.66,-2.13,3.95,-1.89,3.57,-2.18,3.76,-1.97,3.88,-2.36,3.22,-1.61,4.27,-2.13
11.11,25.26,42.04,-4.13,41.45,-4.6,48.1,-4.73,39.43,-3.08,56.17,-4.53,53.39,-4.11,13.2,-6.45,6.96,-1.34,8.64,-1.13,4.15,-1.3,5.41,-1.28,5.62,-1.49,0.76,-1.98,3.12,-1.86
2.22,19.171,42.33,-4.94,53.79,-5.04,53.98,-5.22,39.15,-3.67,66.51,-5.2,15.82,-6.33,15.56,-6.81,17.81,-2.01,18.44,-1.75,18.71,-1.81,9.9,-1.91,14.52,-1.94,5.48,-2.62,5.94,-2.6
13.33,16.37,40.28,-6.15,57.51,-5.31,60.71,-5.7,46.7,-4.25,84.97,-5.0,71.61,-5.34,19.01,-6.71,48.83,-3.7,53.76,-3.17,63.13,-3.83,40.86,-3.66,51.75,-3.98,46.92,-3.67,81.85,-3.66
2.22,31.25,15.17,-7.94,16.05,-6.69,16.7,-6.97,11.14,-4.98,18.53,-7.19,16.38,-7.18,16.65,-7.29,5.19,-2.38,4.53,-2.17,3.88,-2.31,4.66,-2.28,5.35,-2.5,5.32,-2.48,5.11,-2.34
15.56,41.89,13.27,-6.94,15.34,-6.72,15.96,-7.14,9.68,-4.16,17.09,-6.63,14.88,-6.83,16.13,-6.59,11.67,-4.27,10.75,-4.61,11.82,-5.29,10.45,-4.03,10.87,-4.53,8.65,-3.87,10.17,-4.67
11.11,17.49,15.06,-7.31,17.17,-7.1,15.68,-6.95,11.8,-4.88,17.14,-7.09,15.72,-6.69,16.44,-6.8,4.03,-1.96,4.07,-1.77,3.22,-1.79,3.52,-1.83,3.72,-2.56,3.8,-1.88,4.08,-1.98
20,51.18,12.88,-6.73,13.71,-6.85,14.9,-7.12,7.47,-3.74,14.49,-6.34,14.88,-6.38,14.22,-6.8,5.55,-2.66,5.23,-2.62,4.87,-2.49,4.52,-2.31,5.04,-2.81,4.33,-1.98,5.27,-2.52
2.22,40.83,11.53,-6.16,12.96,-6.48,13.48,-6.59,8.24,-3.94,13.38,-6.54,12.91,-5.65,13.65,-6.37,3.34,-1.45,2.89,-1.48,0.93,-1.35,2.95,-1.44,3.47,-1.98,3.08,-1.76,3.1,-1.73
20,51.18,11.21,-5.99,11.84,-5.92,13.9,-6.79,7.5,-3.59,13.11,-6.27,13.33,-5.83,13.38,-6.1,12.69,-4.82,9.43,-4.13,11.16,-4.42,9.53,-3.7,9.04,-4.13,6.96,-3.18,9.89,-4.42
6.67,43.45,10.69,-5.72,12.92,-5.92,12.8,-6.69,7.65,-3.82,12.65,-6.05,11.95,-5.85,13.56,-6.19,2.54,-1.89,2.98,-1.43,0.84,-1.25,2.52,-1.7,3.0,-2.15,2.44,-1.98,2.67,-1.92
17.78,46.559,11.22,-5.74,13.27,-6.35,14.82,-6.45,8.03,-3.35,13.85,-5.9,12.79,-5.72,14.08,-6.58,7.65,-3.49,6.87,-3.29,7.72,-3.29,6.8,-2.9,6.45,-3.23,4.94,-2.42,7.01,-3.36
0,42.92,10.49,-5.37,12.72,-5.69,12.65,-5.78,7.67,-3.26,11.28,-5.9,11.52,-5.39,11.32,-6.05,3.6,-1.76,2.95,-1.76,3.07,-1.64,3.22,-1.72,3.8,-2.13,3.47,-1.82,3.55,-1.86
13.33,68.49,10.42,-5.44,11.06,-5.41,13.12,-6.27,4.11,-1.93,10.68,-5.11,11.78,-5.4,11.99,-5.73,10.65,-4.56,8.27,-3.31,13.47,-5.49,12.57,-4.42,11.67,-4.58,7.1,-3.17,12.28,-4.72
6.67,71.84,9.27,-4.84,11.06,-5.41,11.2,-5.72,3.28,-1.64,10.28,-4.69,11.05,-5.06,11.28,-5.51,4.26,-2.04,3.39,-1.62,4.08,-1.99,3.49,-2.3,3.96,-2.45,2.61,-1.87,3.95,-2.45
20,55.21,9.28,-5.08,11.5,-5.38,12.32,-5.75,6.4,-2.67,11.6,-5.04,10.71,-5.01,12.07,-5.76,7.06,-3.23,5.16,-2.64,6.62,-3.02,5.87,-2.45,5.57,-2.72,4.25,-1.98,6.57,-3.0
0,50.14,9.13,-4.88,11.45,-5.25,11.91,-5.82,6.37,-2.98,10.66,-5.57,11.14,-5.1,11.68,-5.84,2.7,-1.94,0.84,-1.21,2.17,-1.87,2.48,-1.96,2.91,-2.09,2.7,-1.93,2.3,-2.67
8.89,60.19,10.33,-5.16,11.41,-5.34,12.2,-5.57,6.09,-2.72,11.09,-5.42,11.95,-5.23,12.63,-5.76,13.16,-4.46,9.59,-3.64,13.37,-5.08,13.55,-4.13,10.41,-3.22,8.48,-3.79,11.74,-4.93
4.44,26.34,10.96,-5.12,11.86,-5.55,12.36,-5.91,9.17,-4.1,12.66,-6.19,11.9,-5.57,12.94,-6.19,6.78,-2.83,5.5,-2.81,5.64,-2.95,5.48,-2.8,6.13,-3.0,5.4,-2.59,6.29,-3.01
13.33,32.84,11.42,-6.1,12.85,-5.62,14.07,-5.99,9.35,-3.9,14.18,-6.47,14.2,-6.51,14.08,-6.43,9.51,-4.05,7.73,-3.45,9.38,-3.71,7.59,-3.41,7.39,-3.53,6.18,-2.82,8.18,-3.65
2.22,59.2,11.01,-5.89,12.04,-5.64,13.05,-6.38,6.79,-3.25,12.84,-6.28,12.21,-5.72,13.12,-5.99,4.92,-2.63,4.07,-2.09,4.67,-2.33,4.66,-2.23,4.73,-2.64,4.47,-2.04,4.93,-2.58
20,24.14,11.79,-6.37,13.9,-5.74,13.99,-6.46,10.08,-4.77,14.82,-6.56,14.25,-6.18,15.13,-6.38,9.12,-3.85,9.45,-3.9,10.69,-4.51,9.12,-3.55,9.5,-3.73,6.93,-2.98,10.04,-4.23
